33.7830884 113.159887 85.23100281
33.7830885 113.1598864 85.23300171
33.7830886 113.1598852 85.23300171
33.7830886 113.1598846 85.23200226
33.7830887 113.1598826 85.23200226
33.7830888 113.1598814 85.23100281
33.7830889 113.1598801 85.23000336
33.783089 113.1598794 85.23100281
33.7830891 113.1598782 85.23400116
33.7830892 113.1598762 85.23500061
33.7830893 113.1598749 85.23400116
33.7830893 113.1598742 85.23400116
33.7830893 113.1598736 85.23500061
33.7830894 113.1598729 85.23200226
33.7830894 113.1598722 85.23200226
